Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
"Nifty League","NFT-based trading platform for digital games. It enables users to buy, sell digital games including avatars, and more. It offers fun and engaging games for all play styles. It also plays and earns non-fungible tokens. It creates a leading NFT gaming platform through community governance and development.","https://niftyleague.com","undefined","Financing","","2021","0","United States","Mill Valley","Wednesday, 2 March 2022","Seed","5.000.000","Not Complete","0","0"
"TotemFi","Staking-based prediction platform. The company features "Non-punitive predictions" wherein users are not penalized for inaccurate predictions. It offers BTC in rewards for correct predictions.","https://totemfi.com","undefined","Financing","","2020","0","United Kingdom","London","Tuesday, 16 March 2021","Seed","255","Not Complete","0","0"
"SoundMint","NFT-based trading platform for music. It enables users to buy and sell NFT music. It also creates and discovers generative music NFTs. It also reimagines the process of creating a new form of art music. It also offers NFT minting solutions for users.","https://soundmint.xyz","undefined","Financing","","2022","0","United States","Jersey City","Wednesday, 20 April 2022","Seed","1.700.000","Not Complete","0","0"
"Holaplex","NFT-based trading platform for digital art. It allows users to buy and sell NFTs. It enables users to create, collect, find, mint NFTs, and more. It also offers users for bidding & redeeming non-fungible tokes.","https://www.holaplex.com/","undefined","Financing","","2021","0","United States","Santa Barbara","Tuesday, 7 December 2021","Seed","6.000.000","Not Complete","0","0"
"Finnt","Decentralized platform for financial products. It offers a multitude of options to lend or borrow digital assets. It allows access to a profitable financial product. It is secured by blockchain technology and is for all.","https://www.finnt.com","undefined","Financing","","2014","0","United States","0","Wednesday, 11 May 2022","Seed","3.625.000","Not Complete","0","0"
"Kudo Money","Blockchain-based network for the metaverse. It offers solutions for on-chain identity Intelligence for metaverse and DeFi. It allows users to batch wallets and sync on-chain activity into a single interoperable passport.","https://kudo.money","undefined","Financing","Other","2021","0","Singapore","Singapore","Tuesday, 28 December 2021","Series A","4.000.000","Not Complete","0","1"
"AdaSwap","Provider of a decentralized exchange based on Cardano. It features solutions for high-yield staking pools and NFT content through launchpads and marketplaces. It also offers secure transactions and staking rewards.","https://adaswap.app","undefined","Financing","Other","2021","","United States","0","Wednesday, 2 March 2022","Seed","2.600.000","Not Complete","0","0"
"WingRiders","AMM decentralized exchange platform on Cardano. The platform aims to be an infrastructure element for the Cardano ecosystem, with simple integration into any wallet or Dapp. It is accessible via many platforms, supporting connectors and hardware wallets such as Ledger or Trezor.","https://www.wingriders.com:443/","undefined","Financing","","2013","0","Italy","Cardano","Thursday, 10 February 2022","Seed","4.500.000","Not Complete","0","0"
"MeanFi","Defi banking solutions for cryptocurrency. The company allows users to deposit, account, exchange, transfer, crypto-asset custody, trading, staking, governance, treasuries, payroll, and more. It also allows swapping solutions.","https://www.meanfi.com/","undefined","Financing","","2021","0","Spain","Murcia","Monday, 29 November 2021","Series A","3.500.000","Not Complete","0","0"
"Privi","Asset tokenization platform for creators. It features the creation of NFT communities, consumption of social media content, and more. It provides access DeFi features such as exchange pools, credit, insurance, indexes, tokenized loan pools, and more.","https://priviprotocol.io","undefined","Financing","","2020","0","United Kingdom","London","Tuesday, 18 May 2021","Series A","3.500.000","Not Complete","0","0"
"CoinBeam","App-based payment and storage solutions for cryptocurrency. It offers solutions for digital asset exchange, peer-to-peer payments with cryptocurrencies, cryptocurrencies management, crypto account management, and more. It supports many popular stable and meme coins.","https://www.coinbeam.com/","undefined","Financing","","2021","0","United States","Olympia","Friday, 6 May 2022","Seed","1.480.000","Not Complete","0","0"
"Reflexer Labs","Digital currency focused on price stability. The platform allows users to use crypto collateral to mint stable coins. Online platform for crypto collateral and minting. It also takes out loans against Etherium at a small interest rate.","https://reflexer.finance","undefined","Financing","","2020","0","United Kingdom","0","Thursday, 11 February 2021","Series A","5.820.000","Not Complete","0","0"
"White Rhino","White-rhino offers AI and Saas-enabled platform offering self-driving technology for logistics. The company develops self-driving technology solutions for logistics with systems that include perception algorithms, decision control systems, positioning systems, etc.","https://white-rhino.auto","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2019","0","China","Beijing","Thursday, 30 December 2021","Series A","7.847.200","Not Complete","1","0"
"Nabox","Decentralized exchange platform for cryptocurrency. It offers a browser-based wallet for cross-chain swapping. It supports digital asset management across Ethereum, Heco, Polygon, Harmony, Nerve, and more.","https://nabox.io","undefined","Financing","","2021","0","China","Chongqing","Thursday, 16 September 2021","Seed","0","Not Complete","0","0"
"BARQ","Provider of AI & SaaS-enabled delivery management solutions. The solution helps merchants and retailers to manage their orders. Its features include order management, dispatching hubs, and branch locations, real-time notifications, order tracking, etc. It also provides multi-pickup points, route optimization, cash on delivery service. The merchant app is available on the Android platform.","https://barqapp.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2020","1-25","Saudi Arabia
 Lebanon","Riyadh
 Beirut","Monday, 7 February 2022","Seed","4.000.000","Not Complete","1","0"
"Sturdy Exchange","NFT-based collection platform for digital art. It enables users to start collecting NFTs, purchase NFTs through credit cards, NFTs claims, sell NFTs, hold on to the NFT for special perks/benefits, and more.","https://sturdy.exchange","undefined","Financing","Other","2021","0","United States","Los Angeles","Tuesday, 5 October 2021","Seed","4.300.000","Not Complete","0","0"
"Gopuff","Online platform offering on-demand delivery services for food and groceries. The company offers snacks, drinks & alcohol, fruits & vegetables, frozen foods, and many more. It also offers electronics, household essentials, home care products, and more. Users can browse and order online via the mobile app from their nearby local micro-fulfillment center and get the products delivered. The company also has a loyalty program wherein users are provided with reward points that can be redeemed for prizes. The app is available on the Android & iOS platforms.","https://gopuff.com/?redirected_to_novus=true","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2013","26-100","United States","Philadelphia","Wednesday, 18 May 2022","Series I","5.138.249.999","Not Complete","1","0"
"nextmv","Nextmv is a provider of cloud-based delivery route automation software. Its features include determination of fulfillment status, associated orders, fulfillment location, and duration to coordinate and manage routes for multiple deliveries, assigning and scheduling of deliveries.","https://www.nextmv.io/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2019","26-100","United States","Sacramento","Tuesday, 9 February 2021","Series A","14.319.975","Not Complete","1","0"
"Lyve","Offers AI & a cloud-based last-mile delivery platform for logistics. The solution has features like last-mile operations visibility, real-time notifications & status updates, driver pooling, re-routing, delivery optimization, and many more. It also provides tracking, routing, fleet & order management solutions.","https://lyveglobal.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","26-100","United Arab Emirates","Dubai","Sunday, 28 March 2021","Series B","35.000.000","Not Complete","1","1"
"Bounce","Blockchain-based auction platform for NFT. It builds, design, connect, collect & trade all kinds of assets, tokens, and NFTs across multiple blockchains. Its products are available across multiple blockchains for more play, more possibility, more potential.","https://bounce.finance","undefined","Financing","","2020","0","United States","San Francisco","Tuesday, 15 March 2022","Seed","0","Not Complete","0","0"
"Velove Bikes","Velove is a developer and manufacturer focussed on making 0% emission transportation and delivery vehicles. Their first product, 'Armadillo' is a pedal powered cargo cycle. Armadillo comes with multiple modules like ramps, lifts etc. to handle various workloads and conditions. The bike is available for 7800 Euros.","https://www.velove.se/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","0","Sweden","Gothenburg","Monday, 4 November 2019","Seed","1.116.380","Not Complete","1","0"
"UPFI","Digital currency is focused on price stability and is backed by a reserve asset. It enables users to farm UPS by providing liquidity and depositing LP tokens on UPFI Network. Stable coin mint with partial collateral also use TCR, and ECR for protocol.","https://upfi.network","undefined","Financing","","2021","0","United Kingdom","Tortola","Wednesday, 13 October 2021","Seed","0","Not Complete","0","0"
"Yieldly","Decentralized network for integrating DeFi products. Its products include No-loss prize games for buying ALGO tokens and depositing them into liquidity pools, Cross-chain swapping for swapping Algorand Standard Assets and Ethereum ERC-20 assets, Interest earning assets staking for staking YLDY and earning ALGO, and more.","https://yieldly.finance","undefined","Financing","","2020","0","Singapore","Singapore","Wednesday, 14 April 2021","Seed","1.400.000","Not Complete","0","0"
"MomentoNFT","App-based trading platform for content creators. It enables users to buy, sell, donate, resell for digital art. It allows users to browse, search & purchase videos. It also offers content management solutions. The app is available for iOS and Android platforms.","https://momentonft.com","undefined","Financing","","2021","0","United States","New York City","Wednesday, 22 December 2021","Seed","6.000.000","Not Complete","0","0"
"FanAnywhere","NFT marketplace for fans and celebrities. The platform enables fans to access exclusive NFTs by celebrities at a fixed price before trading in the open marketplace. It also enables fans to own and trade their favourite fan tokens and they can get discounts on trading commissions.","https://www.fananywhere.com/","undefined","Financing","","2021","0","India","0","Monday, 13 December 2021","Seed","0","Not Complete","0","0"
"Polytrade","Online trade financing platform for cryptocurrencies. It providers borrowers access to working capital financing from crypto lenders. Its features are tokenized invoices, crypto liquidity pools, insurance-backed investments, and more.","https://polytrade.finance","undefined","Financing","","2014","0","Singapore","Singapore","Thursday, 27 May 2021","Seed","1.200.000","Not Complete","0","0"
"Particle","NFT-based trading platform for digital art. It enables users to buy, sell, and exchange digital assets including art masterpieces. It also allows users to collect non-fungible tokens. It allows users to acquire some of the most important fine art masterpieces.","https://www.particlecollection.com/","undefined","Financing","","2021","0","United States","Reno","Friday, 19 November 2021","Seed","15.000.000","Not Complete","0","0"
"SundaeSwap","Decentralized exchange platform for cryptocurrency. It allows users for swapping, staking, lending, borrowing, peer-to-peer crypto cryptocurrency, and more. It enables native tokens and ADA exchanges for users. It also offers crypto staking solutions.","https://sundaeswap.finance","undefined","Financing","","2021","0","Italy","Cardano","Tuesday, 21 September 2021","Seed","1.300.000","Not Complete","0","0"
"EXA Finance","Decentralized exchange platform for fungible and non-fungible tokens. It enables users to buy, sell, create multi assets, and more. It allows users to wrap and exchange assets from other chains. It also offers trade securely with no intermediary.","https://www.exa.finance/","undefined","Financing","","2021","0","France","Paris","Monday, 24 January 2022","Seed","2.000.000","Not Complete","0","0"
"Catalog","Online platform offering crypto-focused trade across blockchains. Allows users to discover and trade any asset from anywhere in crypto. Users can earn interest on selected assets they hold in their accounts. The platform charges zero network fees.","https://catalog.fi","undefined","Financing","","2020","0","Singapore","Singapore","Friday, 25 February 2022","Series A","7.500.000","Not Complete","0","0"
"Mangata Finance","Decentralized trading platform for cryptocurrency. It offers staking solutions such that the stake is used as liquidity in DEX and this creates deeper liquidity pools, increases capital efficiency, and rewards stakers twice. It also offers Mangata X which is a community-owned exchange for experienced traders & experimental tokens.","https://mangata.finance","undefined","Financing","","2020","0","United States","San Francisco","Thursday, 28 April 2022","Series A","0","Not Complete","0","0"
"NFTSCAN","Online platform for NFT explorer and analytics. It offers professional NFT asset explorer and data open solutions for businesses. It enables users to discover and track solutions.","https://www.nftscan.com/","undefined","Financing","Other","2018","0","China","Sichuan","Friday, 31 December 2021","Seed","1.500.000","Not Complete","0","0"
"Vault Hill","NFT-based marketplace for digital collectibles. It enables users to sell, rent, host events, and more. It allows users to create & customize avatars, grab a piece of virtual land & build on land with our “NO CODE” builder tool to help showcase, and more.","https://vaulthill.io","undefined","Financing","Other","2021","","United Kingdom","London","Thursday, 13 January 2022","Seed","2.100.000","Not Complete","0","1"
"FUNGYPROOF","Online platform for search non-fungible tokens. It helps users to find the next prized collection with a unique at-a-glance NFT grade. It scores the most impactful aspects of NFT collections and displays them in one place. It provides important details without the time spent looking through multiple apps, block explorers, and social channels.","https://www.fungyproof.com/","undefined","Financing","","2021","0","United States","Boulder","Thursday, 7 April 2022","Seed","1.078.561","Not Complete","0","0"
"VAST","Online marketplace platform for NFTs. The platform offers a multimedia marketplace for buying and selling NFTs. Users can view through multiple NFT collectibles, artists, and more on the platform.","https://vast.app","undefined","Financing","","2019","0","United States","Miami","Tuesday, 8 March 2022","Seed","0","Not Complete","0","0"
"Rubicon","Decentralized crypto exchange for traders. It facilitates the peer-to-peer transactions of on-chain tokens and digital assets on the Ethereum blockchain. It enables users to swap tokens directly from their wallets.","https://rubicon.finance","undefined","Financing","","2020","0","United States","Myrtle Point","Thursday, 16 December 2021","Seed","1.500.002","Not Complete","0","0"
"Blarecast Systems","Blockchain-based management solutions for businesses. It lets you manage customer metadata and economy, tokenize assets, and secure job/task administration, at all enterprise levels. It also provides an assortment of mechanisms and tabulations, owning, licensing, selling, and the managing of rights and royalties for intangible assets, and do more using the platform.","https://www.blarecastsystems.com/","undefined","Financing","","2020","0","United Kingdom","Ramsgate","Thursday, 30 September 2021","Seed","0","Not Complete","0","0"
"Flowty","Online P2P lending platform for non-fungible tokens. It offers adequate compensation for the loan’s risk profile and funds the loan. The borrower selects an NFT, enters a loan amount, loan rate, and duration, and submits a new listing to the marketplace.","https://flowty.io","undefined","Financing","","2021","0","United States","Larchmont","Friday, 22 April 2022","Seed","4.500.000","Not Complete","0","0"
"Unloc","Online liquidity platform for NFT as collateral. Its features include renting, licensing and instant access to liquidity, and more. It offers solutions for exploring new ways to earn or gain liquidity. It enables users to create p2p offers that can be accepted by anyone who wants to earn interest on their assets.","https://www.unloc.xyz/","undefined","Financing","","2021","0","United States","Solana Beach","Monday, 14 March 2022","Seed","1.250.000","Not Complete","0","0"
"Dank Bank","NFT-based trading platform for memes. It enables users to buy and sell digital collectibles including memes, iconic moments in internet history, and more. It also offers non-fungible tokens minting solutions.","https://www.dankbank.co/","undefined","Financing","","2021","0","United States","New York City","Friday, 1 April 2022","Seed","4.206.900","Not Complete","0","0"
"Blind Boxes","Gamified NFT marketplace for digital collectibles. It offers collectors opportunities to discover creators and own limited-edition assets comprised of individually wrapped NFTs. It enables users to invite collaborators to sell NFTs, monetize the personal collections of NFTs, and more.","https://blindboxes.io","undefined","Financing","","2021","0","United States","New York City","Friday, 23 April 2021","Seed","2.150.000","Not Complete","0","0"
"Moonbirds","NFT-based trading platform for the 3D avatar. It offers solutions for non-fungible tokens. It enables users to access private channels that will include information on nesting, community events, upcoming drops, and more.","https://www.moonbirds.xyz/","undefined","Financing","","2022","0","United States","Portland","Monday, 2 May 2022","Series A","0","Not Complete","0","0"
"AHOY","Provider of web-based delivery management solutions. The company offers delivery solutions for same-day, first-mile & last-mile delivery operations. It helps merchants & consumers to interact and track shipments during transit.","https://www.theahoyapp.com/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2018","0","United Arab Emirates","Dubai","Monday, 7 March 2022","Series A","27.000.000","Not Complete","1","0"
"Fabwelt","Online gaming and NFT collectibles platform for individuals. The platform aims to attract gamers and artists to produce in-game NFT technology, as strategic utilities, and also create DeFI - staking and in-game token farming.","https://www.fabwelt.com/","undefined","Financing","","2021","0","Germany","Aldenhoven","Monday, 15 November 2021","Seed","995","Not Complete","0","0"
"Argo","The app-based platform for NFT short films and documentaries. It allows filmmakers and fans to discover short films and mini-series. It shares all revenue with the filmmaker. The app is available for iOS and Android platforms.","https://watchargo.com","undefined","Financing","","2020","0","United States","Beverly Hills","Friday, 1 April 2022","Seed","125","Not Complete","0","0"
"Courtyard","0","https://courtyard.io","undefined","Financing","","2018","0","United States","San Francisco","Saturday, 1 January 2022","Seed","125","Not Complete","0","0"
"Retrograde","Crypto-focused platform offering staking solutions. Allows users to stake rexASTRO for enhanced yield, and get paid in ASTRO. The platform allows users to boost ASTRO staking rewards. The platform offers governance power, a boost in yield and LP rewards.","https://retrograde.money","undefined","Financing","","2022","0","United States","Sacramento","Wednesday, 20 April 2022","Seed","0","Not Complete","0","0"
"ISKRA","NFT-based trading platform for digital games. It enables users to buy and sell game assets. It offers a premier destination for players, developers, and investors to explore the thrill and opportunity of web3 gaming.","https://iskra.world","undefined","Financing","","2021","0","Singapore","Singapore","Wednesday, 6 April 2022","Seed","34.500.000","Not Complete","0","0"
"RockFlow","0","https://rockflow.ai","undefined","Financing","","2021","0","Singapore","Singapore","Monday, 16 May 2022","Seed","0","Not Complete","0","0"
"PrefLogic","The company allows users to issue security tokens. The company has clients ranging from individuals to large corporations. The platform provides solutions to tokenize assets with minimal cost.","http://preflogic.com","undefined","Financing","","2018","0","United States","Myrtle Beach","Thursday, 7 January 2021","Seed","2.801.511","Not Complete","0","0"
"Endstate","NFT-based trading platform for sneakers. It enables users to buy and sells non-fungible tokens digital art, video games, physical products, and more. It allows users to access artists, athletes, and creators with content and experiences unlocked by NFT.","https://www.endstate.io/","undefined","Financing","","2021","0","United States","Boston","Thursday, 24 February 2022","Series A","4.240.361","Not Complete","0","0"
"ShoeFy","Online marketplace for generating and purchasing shoes-based NFTs. It offers sNFT, shoe-based NFT stored as ERC-721 tokens. Users can utilize Defi tools such as staking, farming, and minting on-chain algorithmically generated sNFT. First buyer sells sNFT in the secondary market and receives royalties at the time the sNFT is sold again.","https://www.shoefy.io/","undefined","Financing","","2021","0","United States","San Francisco","Tuesday, 21 September 2021","Seed","1.750.000","Not Complete","0","0"
"Cinder","NFT-based trading platform for avatars. It enables NFT holders to create and customize new avatars in the game. It offers new and intriguing functionality for game designers.","https://cinder.io","undefined","Financing","","2021","0","United States","Salt Lake City","Tuesday, 24 May 2022","Seed","0","Not Complete","0","0"
"Hinata Foundation","Decentralized autonomous organization focused on NFTs. It offers services for content creators by incubating a platform for collectibles, metaverse tokenization, and blockchain gaming. It features a collection of illustrative artworks enabling members to earn rewards and tokens.","https://hinata.foundation","undefined","Financing","","2021","0","China","Hong Kong","Thursday, 25 November 2021","Seed","0","Not Complete","0","0"
"Monoverse","NFT-based trading platform for digital games. It enables users to buy and sell digital games. It creates differentiated global games to break the fixed framework of the existing game market and provide new experiences to users.","https://monoverse.io","undefined","Financing","","2021","0","South Korea","Gangnam","Wednesday, 4 May 2022","Series A","3.100.000","Not Complete","0","0"
"VerseHub","NFT-based trading platform for digital games. It offers solutions for communication, asset management, financial supports, and more. It also offers blockchain-based research & development solutions for individuals and businesses.","https://versehub.io","undefined","Financing","","2021","","United Kingdom","London","Monday, 22 November 2021","Seed","1.000.000","Not Complete","0","0"
"Lago","NFT-based trading platform for digital art. It enables users to discover, collect, manage art just like physical art. It displays minted art, authenticates & shows art from virtually any wallet, and more. It also tracks the location and provenance of the display.","https://lagoframe.com","undefined","Financing","","2021","0","United States","0","Tuesday, 22 March 2022","Seed","4.200.000","Not Complete","0","0"
"Clutch","Online platform offering wallet for storing crypto and NFTs. Offers web and mobile applications that allow users to hold, invest in, and trade digital assets on the Ethereum Blockchain. Allows users to explore Web3, and transact NFTs.","https://clutchwallet.xyz","undefined","Financing","","2021","0","United States","Los Angeles","Thursday, 7 April 2022","Seed","0","Not Complete","0","0"
"AXedras","Blockchain-based solution for precious metal industry. The platform aims to digitize B2B processes like sourcing, refining, relocation, vaulting, and trading to serve the precious metal industry by creating a digital twin of the physical underlying Bullion Integrity Certificate™. It enables the refineries to digitalize the provenance details of incoming precious metals and to attach them to each bullion’s digital twin. It is providing a modular offering with the goals of a trusted network, bullion integrity, and technical interoperability.","https://www.axedras.com/","undefined","Financing","","2018","0","Switzerland","Zug","Wednesday, 4 May 2022","Series B","0","Not Complete","0","0"
"Burn Ghost","0","https://burnghost.com","undefined","Financing","","2021","0","United States","Ontario","Thursday, 28 April 2022","Series A","3.125.000","Not Complete","0","0"
"TAssets","Blockchain-based platform for asset tokenization. The company provides users with supply chain finance payments and working capital management solutions.","https://tassets.in","undefined","Financing","","2021","0","India","Faridabad","Thursday, 10 June 2021","Seed","0","Not Complete","0","0"
"Pidge","Pidge is a provider of on-demand courier services. Its app allows businesses and individuals to book hyperlocal delivery services for personal requests, store items, e-commerce, and food. They can make online payments and have their items delivered to customer doors in tamper-proof boxes. Its app is available across both Android and iOS platforms. Its clients include Masala Monk and TAJ. It has been featured in Inc42 and The New Indian Express.","https://www.pidge.in/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2019","60","India","Gurgaon","Friday, 1 October 2021","Seed","1.526.428","Not Complete","1","0"
"Pedal Me","Online platform offering two-wheeler ride-hailing and delivery services. The platform enables users to find and book the ride by providing details like location, passenger details, and more. It offers features like live vehicle tracking, variant payment options, etc. Also, it offers on-demand delivery services to users.","https://pedalme.co.uk","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2017","0","United Kingdom","London","Thursday, 29 April 2021","Seed","833.95","Not Complete","1","0"
"Airmee","Airmee is a provider of AI-based last-mile delivery management solutions. Its online platform integrates with online stores to offer same-day delivery services, routing, scheduling, demand prediction, analytics, and courier selection. It caters to retailers, logistics providers, and businesses with logistics flows.","https://airmee.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2016","0","Sweden","Stockholm","Wednesday, 24 June 2020","Series A","9.572.450","Not Complete","1","0"
"EFC Uganda","","https://efcug.com","undefined","Financing","","2012","0","Uganda","Kampala","Tuesday, 2 February 2021","Seed","1.085.520","Not Complete","0","0"
"Packaly","Packaly is an online platform for businesses to avail crowdsourced on-demand delivery services in selected Dutch cities. The company partners with crowdsourced delivery agents and enables businesses/retailers to book on-demand hyperlocal delivery services for their customers. Offers APIs to integrate the platform with existing systems/webshops.","https://packaly.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2018","0","Netherlands","Utrecht","Wednesday, 9 March 2022","Seed","2.781.678","Not Complete","1","0"
"Dispatch","Dispatch is an online delivery platform for businesses. Customers can create an order and track the delivery agent in real-time using the platform. They can also share the tracking link through the mobile application. After the package is delivered, the delivery agent collects the customer's signature on the application as proof of delivery.","https://www.dispatchit.com/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2016","116","United States","Bloomington","Monday, 28 March 2022","Series C","71.694.792","Not Complete","1","0"
"Betternow Finance Company","","https://betternowfinance.co.zm","undefined","Financing","","2012","0","Zambia","Lusaka","Wednesday, 1 June 2016","Series A","1.09","Not Complete","0","0"
"Weengs","Weengs is an on demand service for shipping packages. Users need to send a snap of the object to be shipped. Weengs picks up the items, packs them, and sends them using one of its carrier partenrs. It also provides tracking option to its users.","http://weengs.co.uk","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","12","United Kingdom","London","Thursday, 18 April 2019","Series A","11.196.350","Not Complete","1","0"
"Academy of Robotics","Provider of AI-enabled autonomous delivery vehicles. The company is building the complete software stack as well as most of the control systems from scratch. It has developed an AI-powered network navigation infrastructure for commercial drones and also working on the development of autonomous atmospheric satellites.","https://academyofrobotics.co.uk","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2016","0","United Kingdom","Cardiff","Thursday, 1 April 2021","Seed","376.047","Not Complete","1","0"
"People’s Pension Trust","0","http://peoplespensiontrust.com","undefined","Financing","","2014","0","Ghana","Accra","Thursday, 26 November 2020","Seed","0","Not Complete","0","0"
"Dawn","0","https://dawn.com.mm/en/home/","undefined","Financing","","2015","0","Myanmar","Yangon","Tuesday, 2 May 2017","Seed","0","Not Complete","0","0"
"FDL Financing","","https://www.fdl.com.ni/","undefined","Financing","Other","2016","0","Nicaragua","Managua","Tuesday, 16 May 2017","Series A","5.000.000","Not Complete","0","0"
"Easy Microfinance","Microcredit for low-income individuals and groups. The firm provides microcredit for low-income individuals and groups. Provides services in Myanmar, France, and the US.","https://easy.com.mm","undefined","Financing","","2016","0","Myanmar","Yangon","Wednesday, 17 October 2018","Seed","0","Not Complete","0","0"
"Jumpstart Africa","0","https://jumpstartafrica.org","undefined","Financing","","2016","0","Uganda","0","Wednesday, 16 May 2018","Seed","0","Not Complete","0","0"
"Microcredito di Impresa","0","https://www.microcreditodiimpresa.it/","undefined","Financing","","2017","0","Italy","Rome","Thursday, 1 November 2018","Seed","0","Not Complete","0","0"
"Gray Routes","Gray Routes provides proprietary mobile app solutions and distribution technology that enable customers to automate and monitor distribution operations on-field. Also started on-demand last mile delivery services by on-boarding delivery boys on their platform. Its product GrayDrop provides GPS-based dynamic route mapping and helps companies to monitor the distribution of their products/services and delivery networks. Its product GoStocky helps retailers in inventory management. Its other product GrayFOS helps in driving the productivity of field sales team. The company caters to several sectors including FMCG, telecom, food services, e-commerce and logistics.","https://grayroutes.in","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2013","0","India","Mumbai","Tuesday, 26 November 2019","Seed","92.156","Not Complete","1","0"
"VUF Bikes","VUF Bikes is a developer of cargo electric bicycles. Its features include electric assist for the transport of light and heavy cargo, a tilting system, and three wheels. It also provides attachable cargo boxes with features like compartments, waterproof casing, ventilation, isothermal insulation, and multiple sizes. Its applications include food, parcel, and cargo deliveries, logistics, and transport refuse collection, tools transport, and park maintenance. Its clients include Saria, Indigo Group, and Le Petit Casino.","https://vufbikes.com/fr/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2016","0","France","Toulouse","Friday, 25 June 2021","Seed","1.193.170","Not Complete","1","0"
"Mesh Korea","MeshKorea provides an on-demand crowdsourced delivery network & software for businesses. The company owns and operates 'Vroong', an on-demand delivery platform where users looking to send any parcel can place a request for delivery. Partner delivery agents can accept such requests using an app on their mobile phones. Users can also track their parcel on a real-time basis. Operates under 3 divisions, 'Vroong Prime' - an on-demand delivery service, 'Vroong Urban Logistics' - an on-demand last-mile delivery platform and 'Vroong Fresh' - a cold-chain transportation service. Additionally, the company also offers 'Vroong TMS', a transport management solution to stores in order to enable dispatching, routing and order management.","https://meshkorea.net","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2013","0","South Korea","Gangnam","Friday, 27 July 2018","Series B","29.916.200","Not Complete","1","0"
"Ftcash","App-based payments platform for retailers. It offers a mobile payment platform that allows offline retailers to accept mobile payments, advertise and engage with customers. It provides solutions for micro-merchants to accept payments through multiple payment instruments including debit cards, credit cards, and mobile wallets. It also offers collateral-free business loans to merchants. The app is available on Android and iOS platforms.","https://belstar.in","undefined","Financing","Other","2015","","India","Mumbai","Wednesday, 4 May 2022","Series A","11.299.945","Not Complete","0","1"
"Kin Shun Information Technology","Zeek is a SaaS-based platform for booking hyperlocal delivery services. Through its app, users can book shipments and delivery of miscellaneous items like food, grocery, documents, store and e-commerce packages, furniture, courier services and personal pickup requests. It provides scheduled, on-demand, same-day, doorstep and crowdsourced deliveries. Its app is available across both Android and iOS platforms.","https://www.zeek.one/group/zh/markets","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2019","0","China","Hong Kong","Thursday, 17 December 2020","Seed","15.000.000","Not Complete","1","0"
"Vroom Delivery","Vroom Delivery enables users to order alcoholic beverages from partnered liquor stores and restaurants using its online platform and mobile app. Users can search for venues based on location, browse venue offerings, and can place orders. Users can also place orders for food items and groceries. Allows restaurants and retail stores to list their business on the platform. Offers a web-based portal for venues to manage their orders in real-time.","https://www.vroomdelivery.com/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","0","United States","Cincinnati","Friday, 29 January 2021","Seed","160","Not Complete","1","0"
"Robby Technologies","Manufacturer of an AI-enabled robot for last-mile delivery. It provides self-driving delivery vehicles. The firm envisions the product to provide point-to-point deliveries within a city which can be used for simple packages or food. It uses computer vision technology for navigation.","https://robby.io","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","0","United States","Palo Alto","Tuesday, 23 August 2016","Seed","0","Not Complete","1","0"
"Trackin","Ordering management and delivery tracking software. Provides a widget for online ordering from the site with a dashboard to manage orders from multiple channels, create a delivery zone, dispatch, and track delivery. Has a customer and driver-focused app where drivers can see the route, check in-outs, and instructions while the customers can track their orders in real-time.","https://gotrackin.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2014","0","United States","San Jose","Thursday, 30 January 2020","Series A","4.585.021","Not Complete","1","0"
"uParcel","uParcel provides on-demand pick-up and delivery services within a city. Users have to take a photo of the item to be sent, a delivery guy picks the item, packs it up, and delivers it to the given address. Provides parcel tracking. Also provides delivery for local shops.","https://uparcel.sg","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2014","0","Singapore","Singapore","Wednesday, 3 November 2021","Seed","1.483.310","Not Complete","1","0"
